sample_index,observed,AR(3),MA(2),"ARMA(3,2)","ARIMA(3,1,2)",Training-mean baseline
2061,960.0,1025.4715655632426,1026.0380355563846,1026.030966493089,1110.1821465496887,1026.0311111111112
2062,959.0,1025.4715645804004,1026.0380355563846,1026.0309664978085,1110.1821465255823,1026.0311111111112
2063,961.0,1025.4715639871874,1026.0380355563846,1026.030966501666,1110.1821464955513,1026.0311111111112
2064,962.0,1025.471563764302,1026.0380355563846,1026.0309665043494,1110.1821464646214,1026.0311111111112
2065,962.0,1025.471563876613,1026.0380355563846,1026.0309665057353,1110.1821464371883,1026.0311111111112
2066,959.0,1025.4715642768595,1026.0380355563846,1026.0309665058724,1110.1821464165066,1026.0311111111112
2067,957.0,1025.4715649094885,1026.0380355563846,1026.0309665049474,1110.1821464044126,1026.0311111111112
2068,956.0,1025.4715657144227,1026.0380355563846,1026.0309665032416,1110.182146401284,1026.0311111111112
2069,954.0,1025.4715666305804,1026.0380355563846,1026.0309665010818,1110.1821464062068,1026.0311111111112
2070,955.0,1025.471567599008,1026.0380355563846,1026.030966498795,1110.1821464172951,1026.0311111111112
2071,954.0,1025.4715685655192,1026.0380355563846,1026.0309664966694,1110.1821464320967,1026.0311111111112
2072,957.0,1025.4715694827669,1026.0380355563846,1026.0309664949282,1110.1821464480154,1026.0311111111112
2073,958.0,1025.471570311725,1026.0380355563846,1026.0309664937129,1110.1821464626905,1026.0311111111112
2074,960.0,1025.4715710225723,1026.0380355563846,1026.0309664930799,1110.182146474287,1026.0311111111112
2075,962.0,1025.4715715950156,1026.0380355563846,1026.030966493009,1110.1821464816694,1026.0311111111112
2076,964.0,1025.4715720181018,1026.0380355563846,1026.030966493417,1110.1821464844527,1026.0311111111112
2077,962.0,1025.471572289596,1026.0380355563846,1026.030966494178,1110.1821464829434,1026.0311111111112
2078,961.0,1025.4715724150037,1026.0380355563846,1026.0309664951458,1110.1821464779935,1026.0311111111112
2079,958.0,1025.471572406338,1026.0380355563846,1026.030966496173,1110.182146470801,1026.0311111111112
2080,956.0,1025.4715722807177,1026.0380355563846,1026.0309664971296,1110.182146462693,1026.0311111111112
2081,958.0,1025.471572058888,1026.0380355563846,1026.0309664979152,1110.182146454924,1026.0311111111112
2082,956.0,1025.471571763748,1026.0380355563846,1026.0309664984652,1110.182146448513,1026.0311111111112
2083,956.0,1025.4715714189556,1026.0380355563846,1026.030966498754,1110.18214644414,1026.0311111111112
2084,959.0,1025.4715710476682,1026.0380355563846,1026.0309664987897,1110.1821464421014,1026.0311111111112
2085,960.0,1025.471570671464,1026.0380355563846,1026.0309664986094,1110.1821464423278,1026.0311111111112
2086,963.0,1025.471570309477,1026.0380355563846,1026.0309664982697,1110.1821464444483,1026.0311111111112
2087,964.0,1025.4715699777598,1026.0380355563846,1026.0309664978358,1110.1821464478867,1026.0311111111112
2088,963.0,1025.4715696888752,1026.0380355563846,1026.0309664973743,1110.1821464519714,1026.0311111111112
2089,963.0,1025.4715694517135,1026.0380355563846,1026.0309664969436,1110.182146456043,1026.0311111111112
2090,963.0,1025.471569271512,1026.0380355563846,1026.0309664965891,1110.1821464595425,1026.0311111111112
2091,961.0,1025.471569150051,1026.0380355563846,1026.03096649634,1110.1821464620737,1026.0311111111112
2092,960.0,1025.4715690859978,1026.0380355563846,1026.0309664962083,1110.182146463433,1026.0311111111112
2093,958.0,1025.4715690753587,1026.0380355563846,1026.0309664961903,1110.182146463609,1026.0311111111112
2094,957.0,1025.4715691120077,1026.0380355563846,1026.0309664962697,1110.1821464627549,1026.0311111111112
2095,960.0,1025.4715691882532,1026.0380355563846,1026.0309664964213,1110.182146461143,1026.0311111111112
2096,961.0,1025.4715692954114,1026.0380355563846,1026.0309664966157,1110.1821464591092,1026.0311111111112
2097,963.0,1025.471569424358,1026.0380355563846,1026.030966496823,1110.1821464569966,1026.0311111111112
2098,966.0,1025.4715695660323,1026.0380355563846,1026.030966497017,1110.1821464551083,1026.0311111111112
2099,969.0,1025.471569711874,1026.0380355563846,1026.030966497177,1110.1821464536706,1026.0311111111112
2100,970.0,1025.471569854184,1026.0380355563846,1026.0309664972897,1110.182146452814,1026.0311111111112
2101,971.0,1025.471569986396,1026.0380355563846,1026.0309664973497,1110.1821464525694,1026.0311111111112
2102,971.0,1025.4715701032574,1026.0380355563846,1026.0309664973586,1110.1821464528787,1026.0311111111112
2103,969.0,1025.4715702009257,1026.0380355563846,1026.0309664973236,1110.182146453616,1026.0311111111112
2104,967.0,1025.471570276982,1026.0380355563846,1026.0309664972558,1110.1821464546158,1026.0311111111112
2105,964.0,1025.4715703303725,1026.0380355563846,1026.0309664971687,1110.1821464557008,1026.0311111111112
2106,963.0,1025.47157036129,1026.0380355563846,1026.0309664970755,1110.1821464567088,1026.0311111111112
2107,966.0,1025.4715703710108,1026.0380355563846,1026.0309664969882,1110.1821464575125,1026.0311111111112
2108,967.0,1025.4715703616946,1026.0380355563846,1026.030966496916,1110.1821464580319,1026.0311111111112
2109,971.0,1025.4715703361703,1026.0380355563846,1026.030966496865,1110.1821464582379,1026.0311111111112
2110,971.0,1025.4715702977126,1026.0380355563846,1026.0309664968377,1110.1821464581492,1026.0311111111112
2111,974.0,1025.471570249825,1026.0380355563846,1026.0309664968333,1110.1821464578225,1026.0311111111112
2112,974.0,1025.4715701960392,1026.0380355563846,1026.0309664968488,1110.1821464573381,1026.0311111111112
2113,974.0,1025.4715701397377,1026.0380355563846,1026.030966496879,1110.1821464567868,1026.0311111111112
2114,977.0,1025.4715700840054,1026.0380355563846,1026.030966496918,1110.1821464562543,1026.0311111111112
2115,974.0,1025.4715700315155,1026.0380355563846,1026.0309664969598,1110.182146455811,1026.0311111111112
2116,977.0,1025.4715699844485,1026.0380355563846,1026.030966496999,1110.182146455505,1026.0311111111112
2117,974.0,1025.4715699444469,1026.0380355563846,1026.0309664970316,1110.1821464553577,1026.0311111111112
2118,976.0,1025.4715699126,1026.0380355563846,1026.0309664970548,1110.1821464553655,1026.0311111111112
2119,975.0,1025.4715698894609,1026.0380355563846,1026.0309664970673,1110.1821464555042,1026.0311111111112
2120,975.0,1025.4715698750845,1026.0380355563846,1026.0309664970694,1110.182146455735,1026.0311111111112
2121,980.0,1025.471569869088,1026.0380355563846,1026.0309664970625,1110.182146456012,1026.0311111111112
2122,982.0,1025.471569870723,1026.0380355563846,1026.0309664970491,1110.1821464562906,1026.0311111111112
2123,982.0,1025.471569878959,1026.0380355563846,1026.0309664970316,1110.1821464565319,1026.0311111111112
2124,983.0,1025.4715698925688,1026.0380355563846,1026.0309664970127,1110.1821464567083,1026.0311111111112
2125,982.0,1025.4715699102132,1026.0380355563846,1026.030966496995,1110.1821464568052,1026.0311111111112
2126,981.0,1025.4715699305211,1026.0380355563846,1026.0309664969805,1110.1821464568213,1026.0311111111112
2127,981.0,1025.4715699521614,1026.0380355563846,1026.03096649697,1110.1821464567665,1026.0311111111112
2128,981.0,1025.4715699739027,1026.0380355563846,1026.0309664969643,1110.1821464566588,1026.0311111111112
2129,982.0,1025.4715699946616,1026.0380355563846,1026.0309664969632,1110.182146456521,1026.0311111111112
2130,982.0,1025.471570013539,1026.0380355563846,1026.0309664969664,1110.1821464563768,1026.0311111111112
2131,979.0,1025.4715700298393,1026.0380355563846,1026.0309664969723,1110.182146456247,1026.0311111111112
2132,981.0,1025.4715700430809,1026.0380355563846,1026.03096649698,1110.1821464561472,1026.0311111111112
2133,980.0,1025.4715700529925,1026.0380355563846,1026.0309664969886,1110.1821464560867,1026.0311111111112
2134,981.0,1025.4715700595011,1026.0380355563846,1026.0309664969966,1110.1821464560678,1026.0311111111112
2135,984.0,1025.4715700627096,1026.0380355563846,1026.0309664970032,1110.1821464560871,1026.0311111111112
2136,985.0,1025.471570062871,1026.0380355563846,1026.0309664970077,1110.182146456136,1026.0311111111112
2137,986.0,1025.4715700603567,1026.0380355563846,1026.0309664970105,1110.1821464562036,1026.0311111111112
2138,986.0,1025.4715700556237,1026.0380355563846,1026.030966497011,1110.1821464562775,1026.0311111111112
2139,985.0,1025.471570049181,1026.0380355563846,1026.0309664970096,1110.1821464563466,1026.0311111111112
2140,983.0,1025.4715700415588,1026.0380355563846,1026.0309664970068,1110.1821464564023,1026.0311111111112
2141,989.0,1025.4715700332792,1026.0380355563846,1026.0309664970034,1110.1821464564387,1026.0311111111112
2142,987.0,1025.4715700248319,1026.0380355563846,1026.0309664969996,1110.182146456454,1026.0311111111112
2143,989.0,1025.4715700166532,1026.0380355563846,1026.0309664969961,1110.182146456449,1026.0311111111112
2144,991.0,1025.4715700091128,1026.0380355563846,1026.030966496993,1110.1821464564273,1026.0311111111112
2145,991.0,1025.4715700025022,1026.0380355563846,1026.030966496991,1110.1821464563948,1026.0311111111112
2146,990.0,1025.471569997031,1026.0380355563846,1026.0309664969898,1110.1821464563573,1026.0311111111112
2147,994.0,1025.4715699928272,1026.0380355563846,1026.0309664969895,1110.1821464563209,1026.0311111111112
2148,992.0,1025.4715699899396,1026.0380355563846,1026.03096649699,1110.1821464562902,1026.0311111111112
2149,994.0,1025.4715699883466,1026.0380355563846,1026.0309664969914,1110.1821464562688,1026.0311111111112
2150,993.0,1025.4715699879653,1026.0380355563846,1026.030966496993,1110.1821464562581,1026.0311111111112
2151,991.0,1025.4715699886638,1026.0380355563846,1026.0309664969946,1110.1821464562581,1026.0311111111112
2152,991.0,1025.4715699902733,1026.0380355563846,1026.0309664969961,1110.1821464562672,1026.0311111111112
2153,990.0,1025.471569992601,1026.0380355563846,1026.0309664969975,1110.1821464562827,1026.0311111111112
2154,987.0,1025.4715699954431,1026.0380355563846,1026.0309664969984,1110.1821464563016,1026.0311111111112
2155,988.0,1025.4715699985954,1026.0380355563846,1026.030966496999,1110.1821464563207,1026.0311111111112
2156,992.0,1025.4715700018642,1026.0380355563846,1026.030966496999,1110.1821464563373,1026.0311111111112
2157,994.0,1025.471570005074,1026.0380355563846,1026.0309664969989,1110.1821464563495,1026.0311111111112
2158,994.0,1025.4715700080742,1026.0380355563846,1026.0309664969984,1110.1821464563563,1026.0311111111112
2159,993.0,1025.471570010743,1026.0380355563846,1026.0309664969977,1110.1821464563577,1026.0311111111112
2160,993.0,1025.4715700129905,1026.0380355563846,1026.0309664969968,1110.1821464563543,1026.0311111111112
2161,990.0,1025.4715700147583,1026.0380355563846,1026.0309664969961,1110.182146456347,1026.0311111111112
2162,991.0,1025.4715700160193,1026.0380355563846,1026.0309664969955,1110.1821464563377,1026.0311111111112
2163,989.0,1025.4715700167744,1026.0380355563846,1026.030966496995,1110.182146456328,1026.0311111111112
2164,987.0,1025.4715700170493,1026.0380355563846,1026.0309664969948,1110.182146456319,1026.0311111111112
2165,986.0,1025.4715700168904,1026.0380355563846,1026.0309664969948,1110.1821464563122,1026.0311111111112
2166,983.0,1025.4715700163595,1026.0380355563846,1026.030966496995,1110.182146456308,1026.0311111111112
2167,985.0,1025.4715700155289,1026.0380355563846,1026.0309664969952,1110.1821464563066,1026.0311111111112
2168,984.0,1025.471570014477,1026.0380355563846,1026.0309664969955,1110.1821464563077,1026.0311111111112
2169,986.0,1025.471570013283,1026.0380355563846,1026.030966496996,1110.1821464563109,1026.0311111111112
2170,988.0,1025.4715700120237,1026.0380355563846,1026.0309664969961,1110.1821464563154,1026.0311111111112
2171,992.0,1025.4715700107688,1026.0380355563846,1026.0309664969964,1110.1821464563204,1026.0311111111112
2172,991.0,1025.4715700095796,1026.0380355563846,1026.0309664969966,1110.1821464563252,1026.0311111111112
2173,991.0,1025.4715700085067,1026.0380355563846,1026.0309664969968,1110.182146456329,1026.0311111111112
2174,988.0,1025.4715700075883,1026.0380355563846,1026.0309664969968,1110.1821464563316,1026.0311111111112
2175,986.0,1025.4715700068505,1026.0380355563846,1026.0309664969966,1110.1821464563327,1026.0311111111112
2176,986.0,1025.471570006307,1026.0380355563846,1026.0309664969966,1110.1821464563325,1026.0311111111112
2177,986.0,1025.4715700059603,1026.0380355563846,1026.0309664969964,1110.182146456331,1026.0311111111112
2178,988.0,1025.4715700058032,1026.0380355563846,1026.0309664969964,1110.1821464563288,1026.0311111111112
2179,987.0,1025.4715700058198,1026.0380355563846,1026.0309664969961,1110.1821464563263,1026.0311111111112
2180,983.0,1025.4715700059874,1026.0380355563846,1026.030966496996,1110.1821464563238,1026.0311111111112
2181,987.0,1025.4715700062793,1026.0380355563846,1026.030966496996,1110.1821464563218,1026.0311111111112
2182,986.0,1025.4715700066654,1026.0380355563846,1026.030966496996,1110.1821464563202,1026.0311111111112
2183,989.0,1025.471570007115,1026.0380355563846,1026.030966496996,1110.1821464563195,1026.0311111111112
2184,987.0,1025.471570007598,1026.0380355563846,1026.030966496996,1110.1821464563195,1026.0311111111112
2185,988.0,1025.4715700080867,1026.0380355563846,1026.030966496996,1110.1821464563202,1026.0311111111112
2186,988.0,1025.4715700085562,1026.0380355563846,1026.030966496996,1110.1821464563213,1026.0311111111112
2187,988.0,1025.4715700089857,1026.0380355563846,1026.0309664969961,1110.1821464563227,1026.0311111111112
2188,989.0,1025.471570009359,1026.0380355563846,1026.0309664969961,1110.182146456324,1026.0311111111112
2189,986.0,1025.4715700096651,1026.0380355563846,1026.0309664969961,1110.1821464563252,1026.0311111111112
2190,986.0,1025.4715700098968,1026.0380355563846,1026.0309664969961,1110.182146456326,1026.0311111111112
2191,984.0,1025.4715700100523,1026.0380355563846,1026.0309664969964,1110.1821464563266,1026.0311111111112
2192,985.0,1025.4715700101333,1026.0380355563846,1026.0309664969964,1110.1821464563266,1026.0311111111112
2193,987.0,1025.471570010145,1026.0380355563846,1026.0309664969961,1110.1821464563263,1026.0311111111112
2194,990.0,1025.4715700100955,1026.0380355563846,1026.0309664969961,1110.1821464563259,1026.0311111111112
2195,989.0,1025.4715700099948,1026.0380355563846,1026.0309664969961,1110.1821464563252,1026.0311111111112
2196,990.0,1025.4715700098545,1026.0380355563846,1026.0309664969961,1110.1821464563245,1026.0311111111112
2197,991.0,1025.4715700096863,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2198,991.0,1025.4715700095019,1026.0380355563846,1026.0309664969961,1110.1821464563234,1026.0311111111112
2199,989.0,1025.4715700093122,1026.0380355563846,1026.0309664969961,1110.1821464563232,1026.0311111111112
2200,990.0,1025.4715700091276,1026.0380355563846,1026.0309664969961,1110.1821464563232,1026.0311111111112
2201,988.0,1025.4715700089564,1026.0380355563846,1026.0309664969961,1110.1821464563232,1026.0311111111112
2202,986.0,1025.4715700088052,1026.0380355563846,1026.0309664969961,1110.1821464563234,1026.0311111111112
2203,988.0,1025.4715700086792,1026.0380355563846,1026.0309664969961,1110.1821464563236,1026.0311111111112
2204,989.0,1025.4715700085812,1026.0380355563846,1026.0309664969961,1110.182146456324,1026.0311111111112
2205,986.0,1025.4715700085128,1026.0380355563846,1026.0309664969961,1110.1821464563243,1026.0311111111112
2206,988.0,1025.4715700084737,1026.0380355563846,1026.0309664969961,1110.1821464563245,1026.0311111111112
2207,988.0,1025.4715700084619,1026.0380355563846,1026.0309664969961,1110.1821464563247,1026.0311111111112
2208,989.0,1025.4715700084746,1026.0380355563846,1026.0309664969961,1110.1821464563247,1026.0311111111112
2209,989.0,1025.4715700085085,1026.0380355563846,1026.0309664969961,1110.1821464563247,1026.0311111111112
2210,989.0,1025.4715700085587,1026.0380355563846,1026.0309664969961,1110.1821464563247,1026.0311111111112
2211,988.0,1025.4715700086215,1026.0380355563846,1026.0309664969961,1110.1821464563245,1026.0311111111112
2212,988.0,1025.4715700086915,1026.0380355563846,1026.0309664969961,1110.1821464563243,1026.0311111111112
2213,989.0,1025.4715700087647,1026.0380355563846,1026.0309664969961,1110.182146456324,1026.0311111111112
2214,990.0,1025.471570008837,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2215,989.0,1025.471570008905,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2216,987.0,1025.471570008966,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2217,987.0,1025.4715700090176,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2218,983.0,1025.4715700090587,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2219,987.0,1025.4715700090883,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2220,983.0,1025.4715700091067,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2221,984.0,1025.4715700091142,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2222,986.0,1025.4715700091117,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2223,988.0,1025.4715700091008,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2224,986.0,1025.4715700090828,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2225,988.0,1025.4715700090599,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2226,991.0,1025.4715700090333,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2227,992.0,1025.471570009005,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2228,997.0,1025.4715700089769,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2229,998.0,1025.47157000895,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2230,1002.0,1025.4715700089255,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2231,1003.0,1025.4715700089046,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2232,1003.0,1025.4715700088875,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2233,1007.0,1025.4715700088748,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2234,1006.0,1025.4715700088664,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2235,1006.0,1025.4715700088623,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2236,1007.0,1025.4715700088623,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2237,1008.0,1025.4715700088657,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2238,1013.0,1025.4715700088718,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2239,1019.0,1025.4715700088802,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2240,1023.0,1025.4715700088902,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2241,1026.0,1025.471570008901,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2242,1024.0,1025.471570008912,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2243,1022.0,1025.4715700089225,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2244,1018.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2245,1016.0,1025.471570008941,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2246,1017.0,1025.471570008948,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2247,1015.0,1025.4715700089534,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2248,1013.0,1025.471570008957,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2249,1009.0,1025.4715700089591,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2250,1007.0,1025.4715700089596,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2251,1003.0,1025.4715700089587,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2252,1002.0,1025.4715700089564,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2253,998.0,1025.4715700089534,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2254,993.0,1025.4715700089498,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2255,991.0,1025.4715700089455,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2256,988.0,1025.4715700089414,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2257,985.0,1025.471570008937,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2258,980.0,1025.4715700089332,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2259,978.0,1025.4715700089298,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2260,973.0,1025.4715700089268,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2261,970.0,1025.4715700089246,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2262,968.0,1025.471570008923,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2263,969.0,1025.471570008922,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2264,970.0,1025.4715700089218,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2265,972.0,1025.471570008922,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2266,974.0,1025.4715700089228,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2267,974.0,1025.4715700089237,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2268,972.0,1025.4715700089253,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2269,972.0,1025.4715700089266,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2270,971.0,1025.4715700089284,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2271,967.0,1025.47157000893,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2272,966.0,1025.4715700089316,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2273,966.0,1025.471570008933,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2274,964.0,1025.4715700089341,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2275,963.0,1025.471570008935,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2276,961.0,1025.4715700089357,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2277,958.0,1025.4715700089362,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2278,963.0,1025.4715700089364,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2279,967.0,1025.4715700089364,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2280,977.0,1025.4715700089362,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2281,994.0,1025.4715700089357,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2282,1016.0,1025.4715700089353,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2283,1047.0,1025.4715700089346,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2284,1085.0,1025.4715700089341,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2285,1130.0,1025.4715700089334,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2286,1182.0,1025.4715700089328,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2287,1233.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2288,1279.0,1025.4715700089316,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2289,1310.0,1025.4715700089314,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2290,1316.0,1025.471570008931,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2291,1292.0,1025.471570008931,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2292,1240.0,1025.4715700089307,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2293,1176.0,1025.4715700089307,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2294,1107.0,1025.4715700089307,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2295,1048.0,1025.471570008931,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2296,1000.0,1025.4715700089312,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2297,970.0,1025.4715700089314,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2298,957.0,1025.4715700089316,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2299,955.0,1025.4715700089318,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2300,960.0,1025.471570008932,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2301,968.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2302,973.0,1025.4715700089325,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2303,974.0,1025.4715700089325,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2304,971.0,1025.4715700089328,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2305,969.0,1025.4715700089328,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2306,963.0,1025.471570008933,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2307,960.0,1025.471570008933,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2308,953.0,1025.471570008933,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2309,953.0,1025.4715700089328,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2310,950.0,1025.4715700089328,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2311,952.0,1025.4715700089328,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2312,955.0,1025.4715700089325,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2313,955.0,1025.4715700089325,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2314,952.0,1025.4715700089325,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2315,952.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2316,954.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2317,955.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2318,952.0,1025.471570008932,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2319,953.0,1025.471570008932,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2320,951.0,1025.471570008932,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2321,950.0,1025.471570008932,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2322,950.0,1025.471570008932,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2323,950.0,1025.471570008932,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2324,951.0,1025.471570008932,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2325,952.0,1025.471570008932,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2326,953.0,1025.471570008932,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2327,954.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2328,955.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2329,956.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
2330,958.0,1025.4715700089323,1026.0380355563846,1026.0309664969961,1110.1821464563238,1026.0311111111112
