,observed,trend,seasonal,residual
292,1031.0,1044.04,-10.117656098433692,-2.922343901566272
293,1031.0,1044.0049999999999,-9.73292758292913,-3.272072417070751
294,1031.0,1043.9649999999997,-8.922643511868984,-4.042356488130707
295,1033.0,1043.9249999999997,-9.121803885253286,-1.8031961147464415
296,1034.0,1043.8875,-9.428186480859928,-0.4593135191401174
297,1033.0,1043.8550000000002,-10.717902409799779,-0.13709759020046697
298,1035.0,1043.8250000000005,-11.646229449850837,2.821229449850337
299,1036.0,1043.7900000000004,-13.984556489901836,6.194556489901418
300,1037.0,1043.7400000000002,-13.341494779400708,6.601494779400472
301,1035.0,1043.6725,-14.319901647905711,5.647401647905811
302,1038.0,1043.5974999999999,-13.853586294188572,8.256086294188718
303,1037.0,1043.5174999999997,-13.943937607138048,7.426437607138348
304,1035.0,1043.4275,-12.701511142309798,4.274011142309789
305,1035.0,1043.3325,-12.458806899703712,4.12630689970373
306,1036.0,1043.235,-11.66138043487541,4.42638043487551
307,1040.0,1043.14,-11.088120636713855,7.948120636713755
308,1044.0,1043.0575000000001,-10.51624972744108,11.458749727440962
309,1046.0,1042.9850000000001,-10.722434373723992,13.737434373723865
310,1050.0,1042.9075000000005,-9.595563464451255,16.68806346445077
311,1050.0,1042.8250000000005,-9.690081444067463,16.865081444066963
312,1052.0,1042.7400000000005,-8.670988312572494,17.93098831257203
313,1058.0,1042.65,-8.872172958855273,24.222172958855182
314,1060.0,1042.565,-9.40613538291583,26.841135382915773
315,1063.0,1042.4850000000001,-9.385097806976423,29.900097806976298
316,1063.0,1042.4075,-9.032949119925906,29.62544911992588
317,1065.0,1042.3275,-8.683300432875416,31.355800432875316
318,1067.0,1042.2475000000002,-7.335596190269337,32.08809619026916
319,1066.0,1042.1825000000003,-5.434280836552215,29.25178083655187
320,1066.0,1042.1375000000005,-2.645187705057251,26.50768770505675
321,1066.0,1042.1025000000002,2.1430720931043608,21.754427906895447
322,1067.0,1042.0575000000001,7.374943002377078,17.567556997622802
323,1067.0,1041.9875,12.94098057831652,12.071519421683526
324,1068.0,1041.8975000000003,17.286740376478058,8.815759623521679
325,1068.0,1041.7925,23.522777952417513,2.6847220475824685
326,1065.0,1041.6700000000003,28.092704417245777,-4.762704417246077
327,1060.0,1041.5324999999998,30.55096421540746,-12.083464215407261
328,1054.0,1041.3874999999998,31.451168458013548,-18.838668458013366
329,1049.0,1041.2549999999999,30.571372700619577,-22.82637270061946
